ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
2022 TH1,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TJ1,24.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TK1,26.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TL1,25.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TM1,23.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TN1,20.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TO1,19.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TU1,27.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TW1,23.08,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TX1,23.66,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TY1,23.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TZ1,23.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TB2,23.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TC2,27.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TH2,23.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TJ2,25.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TK2,21.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TL2,20.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TM2,25.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TN2,21.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TO2,20.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TP2,22.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TQ2,26.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TR2,23.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TS2,24.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TT2,25.03,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TU2,24.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TV2,20.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TW2,28.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TX2,23.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TF3,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TH3,22.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TX3,20.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TY3,26.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TS4,19.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TR5,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TE14,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TA41,29.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TB41,29.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 TF48,27.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA,27.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB,26.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF,27.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG,26.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH,24.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ,23.58,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK,25.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL,26.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN,21.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO,26.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP,23.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ,26.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR,27.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US,24.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT,26.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU,26.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV,24.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW,24.89,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX,26.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY,25.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ,23.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA1,25.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB1,24.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC1,26.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD1,28.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE1,20.66,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF1,23.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG1,23.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH1,23.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ1,27.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK1,24.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL1,25.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM1,27.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN1,27.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO1,25.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP1,24.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR1,24.04,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US1,27.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT1,26.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU1,26.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV1,24.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW1,23.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX1,27.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY1,25.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ1,24.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA2,22.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB2,22.73,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC2,26.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD2,26.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE2,24.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF2,23.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG2,27.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH2,27.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ2,25.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK2,26.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL2,25.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN2,21.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO2,20.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP2,25.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ2,23.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR2,24.69,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US2,23.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT2,20.81,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU2,27.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV2,28.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW2,24.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX2,27.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY2,25.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ2,24.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA3,24.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB3,23.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC3,27.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD3,26.04,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE3,24.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF3,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG3,29.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH3,25.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ3,26.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL3,26.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM3,27.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN3,20.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO3,25.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP3,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ3,24.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR3,21.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU3,24.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV3,22.79,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW3,23.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX3,22.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY3,26.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ3,20.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA4,26.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB4,21.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC4,23.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD4,22.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE4,24.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF4,24.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG4,21.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH4,21.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ4,24.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK4,23.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL4,22.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM4,24.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN4,26.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO4,25.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP4,25.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ4,24.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR4,28.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU4,24.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV4,28.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW4,24.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX4,24.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY4,23.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ4,27.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA5,29.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB5,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC5,24.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD5,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE5,24.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ5,20.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK5,24.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL5,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM5,22.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN5,25.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO5,22.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP5,25.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ5,22.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR5,20.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US5,26.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT5,26.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV5,25.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW5,25.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX5,24.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY5,27.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ5,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA6,28.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB6,20.83,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC6,20.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD6,26.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE6,23.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF6,23.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG6,27.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH6,22.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ6,24.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK6,26.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL6,24.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM6,25.58,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN6,25.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO6,24.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP6,28.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ6,29.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR6,23.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US6,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU6,22.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW6,25.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA7,25.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB7,24.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC7,27.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD7,25.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK7,21.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM7,27.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN7,21.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO7,22.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP7,26.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ7,26.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR7,25.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU7,23.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV7,29.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ7,21.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA8,24.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB8,27.43,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC8,27.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD8,24.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF8,20.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG8,23.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH8,24.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ8,25.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK8,21.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL8,24.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM8,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN8,26.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP8,23.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ8,28.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR8,26.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT8,23.58,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU8,27.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX8,21.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY8,21.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ8,25.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA9,24.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB9,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC9,23.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD9,21.81,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE9,26.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF9,28.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG9,24.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH9,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK9,27.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL9,21.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN9,24.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP9,22.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ9,26.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU9,27.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV9,27.81,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW9,25.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY9,20.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA10,24.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ10,22.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK10,25.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL10,26.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM10,25.69,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO10,26.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP10,25.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ10,24.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR10,28.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US10,26.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT10,26.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU10,27.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV10,28.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW10,26.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX10,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA11,23.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB11,25.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC11,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD11,24.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE11,21.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF11,28.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG11,25.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH11,23.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ11,26.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK11,23.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL11,29.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM11,24.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN11,27.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO11,26.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP11,26.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ11,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR11,27.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US11,22.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT11,20.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU11,21.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV11,24.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW11,26.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA12,24.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL12,23.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM12,25.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN12,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO12,28.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP12,26.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ12,27.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR12,23.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT12,23.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU12,25.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV12,25.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW12,22.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX12,24.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY12,28.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ12,27.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA13,26.37,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB13,29.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC13,27.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD13,26.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE13,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF13,24.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK13,24.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL13,23.28,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM13,29.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN13,23.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO13,27.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP13,25.23,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ13,26.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR13,18.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA14,28.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB14,27.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC14,29.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD14,22.26,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE14,23.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK14,24.12,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP14,24.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ14,23.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR14,26.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US14,24.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT14,26.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU14,24.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV14,26.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW14,28.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX14,29.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UY14,25.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UZ14,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA15,24.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB15,25.61,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC15,22.57,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT15,24.48,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UU15,25.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV15,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW15,30.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB16,24.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UC16,25.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UD16,25.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UE16,25.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UF16,25.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UG16,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UH16,26.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UJ16,25.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UK16,25.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UL16,22.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM16,23.55,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN16,25.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR16,25.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US16,25.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UT16,26.94,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UW16,28.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP17,27.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UM20,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UN20,27.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UO20,27.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UP20,25.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UQ20,27.34,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UR20,22.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 US20,25.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UV20,26.19,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UX20,27.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UA21,29.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2022 UB21,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
