ObjID,H_r,u-r,g-r,i-r,z-r,y-r,GS
2013 EB,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EC,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EP,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EQ,23.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ER,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ES,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EO4,22.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EP4,25.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EQ4,23.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ER4,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ES9,21.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ES11,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ET11,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EC20,29.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EN20,29.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EO20,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EV27,27.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EW27,17.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EY27,21.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EC28,20.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ED28,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EK28,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EL28,22.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EA29,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EA34,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EB34,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EQ41,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ER41,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ES41,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EC68,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ED68,28.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EE68,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EF68,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EG68,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EH68,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EH89,20.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EJ89,24.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EK89,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EL89,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EM89,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EN89,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EO89,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EP89,22.67,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ER89,20.17,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ES89,19.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EV89,19.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EW89,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EX89,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EY89,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EV108,20.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EW108,19.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EX108,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EZ108,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EN126,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EO126,19.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 EW128,20.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FG,25.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FK,23.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FX7,21.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FY7,22.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FZ7,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FA8,21.05,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FB8,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FC8,22.72,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FD8,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FL9,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FM9,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FQ10,22.52,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FC11,20.41,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FD11,19.76,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FT13,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FU13,27.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FW13,21.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FX13,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FY13,20.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 FT16,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GF,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GG,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GH,23.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GJ,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GM3,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GN3,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GO3,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GY7,20.39,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GZ7,24.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GL8,18.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GM8,20.29,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GF23,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GH23,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GC34,20.84,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GD34,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GQ38,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GR38,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GS38,19.85,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GT38,18.65,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GV38,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GW38,28.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GA55,27.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GB55,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GC55,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GD55,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GE55,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GH66,28.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GR66,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GS66,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GT66,25.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GU66,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GV68,19.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GW68,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GX68,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GY68,20.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GG69,18.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GH69,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GJ69,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GK69,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GY73,18.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GZ73,18.99,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GT79,24.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GU79,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GV79,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GW79,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GX79,20.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GZ79,19.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GA80,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GE84,19.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GF84,25.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 GH84,20.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HL,21.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HO,25.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HQ,22.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HR,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HK11,20.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HL11,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HM11,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HN11,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HO11,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HP11,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HR11,19.71,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HS11,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HT14,26.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HU14,24.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HV14,21.13,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HG19,25.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HH19,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HJ19,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HG20,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HT25,28.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HT150,24.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HU150,21.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HN158,24.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 HQ166,22.98,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JC,26.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JE1,19.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JF1,24.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JX2,20.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JY2,22.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JO4,20.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JP4,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JM7,20.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JN7,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JO7,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JR7,26.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JS7,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JH14,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JK14,25.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JL14,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JM14,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JA17,19.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JR17,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JS17,23.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JT17,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JU17,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JV17,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JW17,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JH22,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JJ22,21.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JK22,20.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JL22,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JM22,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JN22,19.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JQ22,20.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JR22,20.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JT22,20.33,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JU22,25.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JR28,21.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JT28,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JW28,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JX28,20.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JZ28,19.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JE29,23.59,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JG29,20.63,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JD34,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JE34,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JZ35,19.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JA36,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 JB36,20.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KA,28.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KB,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KP1,25.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KQ1,26.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KR1,21.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KS1,26.82,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KT1,26.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KZ1,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KA2,20.92,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KB2,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KY5,19.54,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KF6,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KG6,25.46,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KH6,23.51,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KJ6,19.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KK6,23.42,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KL6,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 KM6,21.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LA,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LB,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LC1,23.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LD1,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LE1,22.56,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LF1,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LB2,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LC2,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LD2,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LQ6,24.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LR6,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LC7,19.36,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LD7,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LE7,27.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LF7,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LK7,20.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LE16,18.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LF16,21.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LG16,19.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LH16,18.91,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LH25,17.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LK25,21.53,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LL25,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LT28,22.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LW28,18.86,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LX28,21.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LY28,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LZ28,22.68,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LH29,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LK31,19.21,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LL31,20.38,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LM31,20.31,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 LN31,20.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MQ,23.93,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MR,21.62,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ML3,22.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MX5,18.95,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MD6,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MR6,19.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MW6,19.87,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MH7,19.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MD8,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MV10,22.02,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MP11,21.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MR11,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 MS11,21.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NJ,22.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NK,21.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NU,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NV,20.15,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NW,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NH4,25.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NJ4,27.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NG6,22.25,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NH6,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NV6,17.75,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NM8,22.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NP8,21.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NQ8,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NG10,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NH10,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NJ10,18.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NL10,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NO11,23.06,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NP11,21.35,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NT11,19.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NR13,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NS13,25.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NA15,22.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NB15,26.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NC15,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ND15,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NE15,22.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NJ15,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NE19,23.18,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NF19,21.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NX23,18.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NZ23,18.88,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NA24,21.77,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NC24,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ND24,21.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 NE24,27.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OF,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OG,20.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OH,21.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OM2,20.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ON2,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OO2,23.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OV2,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OW2,21.27,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OP3,22.11,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OR3,23.14,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OT3,23.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OU3,22.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OY3,24.78,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OD4,21.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 ON5,18.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OO5,20.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 OM9,18.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PV2,20.09,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PH3,23.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PV6,19.24,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PW6,18.97,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PY6,19.32,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PZ6,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PA7,22.64,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PB7,25.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PC7,22.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PG10,27.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PH10,23.45,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PJ10,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PS13,27.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PU13,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PV13,20.73,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PW14,23.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PS20,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PD21,19.47,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PE21,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PF21,22.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PD26,23.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PF26,23.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PJ26,21.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PU31,17.96,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PW31,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PY38,24.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PZ38,24.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PA39,26.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PB39,21.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PC39,24.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PD39,24.1,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PN43,20.69,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PO43,21.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PR43,23.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PF67,20.07,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 PK67,22.3,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QR1,21.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QU1,21.16,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QV1,22.0,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QY1,20.01,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QK6,22.8,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QH10,18.44,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QL10,22.74,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QM10,24.49,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QN10,22.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QB11,24.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QC11,21.58,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QD11,25.7,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QE11,26.4,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QF11,24.6,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QG11,26.2,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QH11,19.66,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QN11,22.9,1.72,0.48,-0.11,-0.12,-0.12,0.15
2013 QE16,26.5,1.72,0.48,-0.11,-0.12,-0.12,0.15
